postcode,state,sa4,individuals,taxable_income,net_tax,avg_taxable_income,avg_net_tax,effective_tax_rate,avg_salary,avg_gross_interest,avg_dividends,avg_capital_gains,avg_gross_rent,avg_net_rent,avg_help_debt,avg_govt_allowances,avg_business_income,pct_private_health
7252,TAS,Launceston and North East,1926,127671567,29351114,66288.46,15239.42,22.99,50188.33,671.82,1930.3,1460.35,2800.71,476.31,2231.54,529.99,2066.04,59.2
7253,TAS,Launceston and North East,2494,138151458,27389254,55393.53,10982.06,19.83,45513.07,356.74,838.0,1307.65,1684.4,244.29,2268.0,1488.69,900.92,40.1
7254,TAS,Launceston and North East,320,16655421,3332740,52048.19,10414.81,20.01,40914.48,407.96,1057.35,1468.55,1522.26,348.07,2092.04,562.94,1580.64,42.8
7255,TAS,Launceston and North East,524,33362922,7006908,63669.7,13371.96,21.0,35287.25,1231.87,2069.19,2039.01,3889.52,850.39,1601.32,512.33,5104.51,49.0
7256,TAS,West and North West,1026,63961643,12810225,62340.78,12485.6,20.03,41429.8,1000.62,2043.41,527.44,2776.88,665.36,1568.72,289.92,3956.75,46.2
7257,TAS,Launceston and North East,54,2277926,309783,42183.81,5736.72,13.6,27366.72,347.39,3065.61,0.0,0.0,0.0,1657.57,4090.19,1046.37,20.4
7258,TAS,Launceston and North East,625,54246688,14826470,86794.7,23722.35,27.33,52589.71,882.43,3601.72,2532.91,3310.43,687.26,2050.85,288.65,6747.3,77.9
7259,TAS,Launceston and North East,318,17244321,3559591,54227.42,11193.68,20.64,43255.03,488.37,2808.77,113.05,1484.41,477.87,2398.27,810.92,1254.71,46.9
7260,TAS,Launceston and North East,1812,98012001,19083800,54090.51,10531.9,19.47,41502.72,522.52,2297.75,599.39,1280.01,248.32,1537.94,769.83,1017.73,45.0
7261,TAS,Launceston and North East,154,7918187,1436865,51416.8,9330.29,18.15,32712.13,1046.1,1962.47,201.9,2289.47,115.35,2134.79,1338.14,2002.52,42.9
7262,TAS,Launceston and North East,1131,66066888,13993611,58414.58,12372.78,21.18,42871.57,1769.26,3031.67,998.6,3717.55,247.01,2171.85,692.63,2988.24,51.9
7263,TAS,Launceston and North East,355,19144534,3594513,53928.26,10125.39,18.78,36441.28,510.88,1708.09,234.7,1612.28,211.78,1504.59,1033.35,1128.43,31.3
7264,TAS,Launceston and North East,308,15472178,2925587,50234.34,9498.66,18.91,32880.21,588.39,870.12,1366.86,3014.75,1025.67,1250.72,1548.09,1970.04,37.3
7265,TAS,Launceston and North East,150,8459158,1723888,56394.39,11492.59,20.38,34260.62,438.93,377.63,7565.02,2353.72,496.31,2096.38,1388.61,2184.2,34.7
7267,TAS,Launceston and North East,488,28757725,6114053,58929.76,12528.8,21.26,48662.38,519.52,369.98,1542.13,1106.38,62.87,1535.88,657.11,1996.01,48.2
7268,TAS,Launceston and North East,684,41484687,8823607,60650.13,12900.01,21.27,48249.81,698.1,390.56,1359.57,2190.22,547.2,2683.77,529.02,2642.64,49.1
7270,TAS,Launceston and North East,2341,129309037,26695625,55236.67,11403.51,20.64,41424.11,493.49,1289.92,1827.69,2028.91,463.97,1640.19,980.99,1941.09,43.4
7275,TAS,Launceston and North East,2019,115042090,24292676,56979.74,12032.03,21.12,45319.7,581.48,1002.0,1428.75,2074.39,266.98,2267.05,557.4,1655.27,52.3
7276,TAS,Launceston and North East,382,22012100,4444002,57623.3,11633.51,20.19,45540.62,359.79,747.24,2023.31,1921.26,437.87,2251.17,687.57,2013.33,47.1
7277,TAS,Launceston and North East,4111,262262031,58435046,63795.19,14214.31,22.28,51605.25,625.97,1301.05,1851.05,2382.9,396.89,2757.89,389.45,1586.84,60.1
7290,TAS,Launceston and North East,1494,90359332,18198839,60481.48,12181.28,20.14,53391.49,344.79,232.77,767.13,1612.91,19.72,2155.72,395.12,1559.45,52.9
7291,TAS,Launceston and North East,480,33485752,7885467,69761.98,16428.06,23.55,48675.84,648.97,2403.35,1838.34,1388.97,66.16,2196.14,284.88,1184.88,55.0
7292,TAS,Launceston and North East,427,23914967,5106998,56006.95,11960.18,21.35,41298.28,1037.68,688.25,1203.59,2899.81,937.37,2356.94,459.29,1941.98,62.5
7300,TAS,Launceston and North East,2453,156793280,34474766,63918.99,14054.12,21.99,51998.02,445.34,916.72,4316.16,1270.49,156.44,2582.17,390.28,1541.08,53.7
7301,TAS,Launceston and North East,2731,160809927,33126494,58883.17,12129.8,20.6,46131.89,531.97,1206.64,1184.02,2177.06,485.52,2131.69,683.98,1902.66,49.9
7302,TAS,Launceston and North East,1242,66071869,12817682,53197.96,10320.19,19.4,43410.42,253.95,1536.71,1225.74,1726.42,353.61,1943.86,451.06,1404.89,41.4
7303,TAS,Launceston and North East,1771,97351522,19500022,54969.8,11010.74,20.03,44111.71,496.74,1244.38,944.58,1718.12,430.17,2071.6,622.18,1945.5,46.5
7304,TAS,Launceston and North East,3663,199873765,40865014,54565.59,11156.16,20.45,39720.98,700.67,1513.67,1640.25,1797.54,502.43,2198.76,714.23,2079.88,41.7
7305,TAS,West and North West,677,35266946,6568234,52092.98,9701.97,18.62,44052.93,337.37,451.05,734.38,1240.47,290.27,1802.64,1150.75,565.94,24.7
7306,TAS,West and North West,2531,130592099,25164620,51597.04,9942.56,19.27,42324.33,543.74,803.15,845.13,1507.6,260.87,1736.57,716.34,1425.54,35.6
7307,TAS,West and North West,6839,418776969,91321630,61233.66,13353.07,21.81,48860.76,613.21,990.9,973.84,1724.28,427.97,1787.15,584.61,1525.46,45.3
7310,TAS,West and North West,16671,965755177,198524595,57930.25,11908.38,20.56,47751.34,464.3,1132.6,1102.73,1551.24,237.21,2028.25,774.6,1891.99,39.2
7315,TAS,West and North West,8838,518054960,108304459,58616.76,12254.41,20.91,48087.28,548.15,1173.7,1132.35,1905.72,433.17,2283.14,689.13,1473.5,43.5
7316,TAS,West and North West,3868,239239251,51899041,61850.89,13417.54,21.69,50517.0,544.56,1017.37,1696.14,2055.67,333.13,2392.65,555.27,2093.31,49.3
7320,TAS,West and North West,9877,598535623,129742622,60598.93,13135.83,21.68,51699.78,459.04,1068.74,641.02,1504.2,198.12,2470.15,952.61,1265.43,41.0
7321,TAS,West and North West,2786,167254020,36479318,60033.75,13093.8,21.81,50633.54,553.2,914.36,876.54,1865.33,431.05,2331.41,728.04,1371.29,40.6
7322,TAS,West and North West,2126,128678595,27290524,60526.15,12836.56,21.21,52745.56,422.41,888.81,756.04,1533.89,280.59,2342.84,712.65,1244.55,43.3
7325,TAS,West and North West,4870,285896641,60468355,58705.68,12416.5,21.15,48361.18,537.53,1068.29,986.14,1745.94,355.7,1899.2,790.05,1558.02,44.3
7330,TAS,West and North West,3964,227147046,46274494,57302.48,11673.69,20.37,45323.02,425.09,728.26,779.34,1301.83,261.94,1465.68,704.66,2102.41,35.6
7331,TAS,West and North West,383,20579646,4835565,53732.76,12625.5,23.5,45344.31,901.05,1109.53,470.81,2228.18,201.19,1270.79,322.96,2712.47,53.5
7467,TAS,West and North West,885,53871047,11183761,60871.24,12637.02,20.76,53810.56,244.87,365.29,348.87,1052.3,-7.09,2420.92,1442.84,640.93,34.0
7468,TAS,West and North West,425,27236361,5846703,64085.56,13756.95,21.47,54429.07,591.94,1408.2,1151.61,1354.17,227.51,1416.25,494.59,1057.49,43.5
7469,TAS,West and North West,395,26549325,5920242,67213.48,14987.95,22.3,59169.01,252.21,272.82,337.4,1063.05,351.65,1695.28,1361.49,660.19,37.5
7470,TAS,West and North West,343,23386528,5396136,68182.3,15732.17,23.07,61100.79,409.09,694.13,560.74,2096.14,471.79,3163.42,1719.99,749.42,32.7
3000,VIC,Melbourne - Inner,38739,2196590108,522178527,56702.29,13479.4,23.77,45371.88,716.37,1960.28,2047.0,2139.19,25.3,3328.94,292.51,2450.63,33.6
3001,VIC,VIC other,160,18171306,6061895,113570.66,37886.84,33.36,58773.16,2779.04,7394.39,3760.95,10346.86,2260.51,2597.69,173.11,17033.68,50.0
3002,VIC,Melbourne - Inner,3711,538093200,180854121,144999.51,48734.61,33.61,71810.35,3935.32,11111.38,15425.54,7371.8,351.31,7631.52,231.47,10064.85,74.1
3003,VIC,Melbourne - Inner,6727,466803385,112884458,69392.51,16780.8,24.18,61846.67,747.54,722.92,679.65,2637.42,-112.03,6265.91,358.2,2549.51,45.1
3004,VIC,Melbourne - Inner,9435,844836398,235799152,89542.81,24991.96,27.91,66335.05,1475.71,3839.64,2885.57,4637.06,-97.95,4647.97,244.23,3795.6,60.5
3006,VIC,Melbourne - Inner,20145,1523760210,386409202,75639.62,19181.39,25.36,64219.76,946.11,1593.64,1438.35,3403.02,83.14,4429.11,238.85,2419.34,46.6
3008,VIC,Melbourne - Inner,12107,943063893,241548659,77894.1,19951.16,25.61,66835.26,1005.94,1191.3,1322.83,4134.2,-195.47,3693.84,190.99,2004.51,51.7
3011,VIC,Melbourne - West,17951,1234395310,292143034,68764.71,16274.47,23.67,61004.72,541.1,741.74,790.55,2384.89,-269.87,7704.28,621.97,2694.28,43.3
3012,VIC,Melbourne - West,18169,1348707176,324345492,74231.23,17851.59,24.05,67076.23,510.06,701.1,840.61,2674.65,-377.69,6770.73,515.58,3036.83,50.1
3013,VIC,Melbourne - West,10028,968740691,267437477,96603.58,26669.07,27.61,82594.64,751.81,1787.25,2262.85,4098.58,-657.4,6326.75,338.35,3669.52,66.1
3015,VIC,Melbourne - West,11831,1119717124,304107750,94642.64,25704.31,27.16,81363.59,765.39,1273.72,2094.56,4180.18,-698.4,5185.36,313.34,3275.69,67.9
3016,VIC,Melbourne - West,10601,1115835527,329176427,105257.57,31051.45,29.5,75310.97,1292.67,4869.52,2925.87,5789.49,-581.13,4544.0,244.87,4074.62,75.3
3018,VIC,Melbourne - West,8483,707159962,181437270,83362.01,21388.34,25.66,69749.06,926.41,1855.24,1657.08,4179.33,-343.14,4123.12,289.88,2224.01,63.0
3019,VIC,Melbourne - West,6144,355832416,73346355,57915.43,11937.88,20.61,52941.16,406.78,263.33,942.24,2435.39,-478.45,6164.15,834.45,2277.77,35.6
3020,VIC,Melbourne - West,26433,1513622156,308089401,57262.59,11655.48,20.35,50855.76,451.29,454.97,589.94,2499.56,-242.75,5184.22,815.13,2644.1,32.9
3021,VIC,Melbourne - West,28972,1456516300,268745969,50273.24,9276.06,18.45,44598.09,398.11,229.42,477.61,1778.51,-173.04,4485.95,954.02,2662.23,24.4
3022,VIC,Melbourne - West,2058,120381432,25054403,58494.38,12174.15,20.81,51591.94,428.6,331.63,1184.6,2687.1,-336.15,4414.43,769.4,2701.73,32.8
3023,VIC,Melbourne - West,37364,2354274291,512687707,63009.16,13721.44,21.78,56516.41,448.33,390.79,612.27,2848.17,-694.74,5011.36,590.15,2381.61,38.6
3024,VIC,Melbourne - West,23553,1547939133,342195756,65721.53,14528.75,22.11,62265.49,244.77,172.64,335.37,1526.36,-580.03,3129.61,584.78,1705.35,36.8
3025,VIC,Melbourne - West,7496,611783293,159075682,81614.63,21221.41,26.0,65693.69,659.54,5346.19,1087.72,3822.44,-139.64,5320.31,474.87,2099.59,53.0
3026,VIC,Melbourne - West,3534,228296024,51131900,64599.89,14468.56,22.4,57085.88,331.63,536.7,890.72,2621.4,-769.87,4613.25,600.99,1820.86,37.0
3027,VIC,Melbourne - West,6625,473444015,112590457,71463.25,16994.79,23.78,65469.03,406.34,533.26,562.75,4359.02,-1252.98,2848.54,322.14,3165.87,48.4
3028,VIC,Melbourne - West,16939,1090253160,237901222,64363.49,14044.58,21.82,58439.01,514.53,444.59,666.59,2363.39,-282.66,4208.89,548.44,1886.18,42.6
3029,VIC,Melbourne - West,88530,5272762334,1106528175,59559.05,12498.91,20.99,54366.98,274.59,278.82,435.58,2048.94,-681.9,3102.71,449.25,2992.25,31.7
3030,VIC,Melbourne - West,76627,5450186802,1287313981,71126.19,16799.74,23.62,63661.83,466.25,685.84,1248.55,3168.66,-793.52,3538.46,465.6,2132.53,47.7
3031,VIC,Melbourne - Inner,12177,1029317059,266425272,84529.61,21879.39,25.88,72946.37,747.75,891.36,1649.03,3127.7,-366.92,9605.37,675.5,3666.96,55.8
3032,VIC,Melbourne - Inner,20712,1706670148,442517208,82400.07,21365.26,25.93,68293.83,946.82,1657.41,1568.63,4069.62,-275.14,6745.06,495.65,3207.97,58.7
3033,VIC,Melbourne - North West,8939,688043619,171301161,76970.98,19163.35,24.9,62754.35,1090.35,1689.89,1427.85,4233.67,-290.51,4998.02,299.89,2333.54,66.5
3034,VIC,Melbourne - North West,7029,521021854,126613207,74124.61,18012.98,24.3,59752.89,993.85,2479.05,1516.51,5312.4,59.63,5144.07,385.49,2272.27,62.1
3036,VIC,Melbourne - North West,3843,340987746,94062395,88729.57,24476.29,27.59,59938.52,1300.45,4041.69,7625.9,5260.01,-150.85,4610.77,213.55,2199.17,73.8
3037,VIC,Melbourne - West,30231,2000183344,446714352,66163.32,14776.7,22.33,58857.54,489.88,413.01,766.5,2973.24,-613.31,5300.5,516.22,2022.95,45.0
3038,VIC,Melbourne - West,16564,1116423825,255585894,67400.62,15430.2,22.89,57056.62,824.3,1039.08,1583.4,4077.54,-129.16,5376.87,396.97,1971.91,55.3
3039,VIC,Melbourne - Inner,11377,1108037273,312423133,97392.75,27460.94,28.2,75215.33,1124.14,2422.36,5093.15,4390.76,-317.59,6762.24,324.63,3387.89,68.1
3040,VIC,Melbourne - Inner,18608,1795803134,508658897,96507.05,27335.5,28.32,69019.0,1297.33,3491.01,3902.67,4816.83,-372.9,6394.01,299.57,3992.3,71.4
3041,VIC,Melbourne - North West,8813,800101586,219608758,90786.52,24918.73,27.45,67579.7,1090.16,4796.19,1875.46,4582.31,-308.05,5275.31,274.16,2122.42,71.8
3042,VIC,Melbourne - North West,10557,817018222,202120163,77391.14,19145.61,24.74,65569.39,822.75,1258.66,1118.13,3632.36,-377.03,4919.32,343.66,2412.52,63.6
3043,VIC,Melbourne - North West,10324,672489382,148768375,65138.45,14409.95,22.12,57364.44,536.76,835.91,891.06,2696.99,-206.78,4591.04,625.27,2083.46,49.1
3044,VIC,Melbourne - North West,18063,1437156868,356978485,79563.58,19762.97,24.84,68550.45,731.45,1152.96,1694.47,3627.7,-218.07,6367.59,359.45,2514.94,62.5
3046,VIC,Melbourne - North West,23070,1508981874,332321759,65408.84,14404.93,22.02,58494.14,497.51,475.26,690.0,2247.61,-231.07,5226.07,496.74,2716.61,44.1
3047,VIC,Melbourne - North West,10463,506103508,91537017,48370.78,8748.64,18.09,41736.33,217.42,341.01,369.83,1104.84,-29.93,4608.79,1205.97,3426.97,18.7
3048,VIC,Melbourne - North West,7900,387194513,70668877,49011.96,8945.43,18.25,41971.65,243.36,174.17,307.08,1281.83,-125.61,6485.14,1311.96,3410.98,18.2
3049,VIC,Melbourne - North West,5964,403275166,90995488,67618.24,15257.46,22.56,59398.59,603.2,868.48,586.85,2757.18,-286.02,4369.98,490.14,2284.47,49.7
3051,VIC,Melbourne - Inner,10442,749689563,185863175,71795.59,17799.58,24.79,61055.01,823.84,1223.75,595.67,3028.81,-11.93,8875.55,734.03,3741.13,48.8
3052,VIC,Melbourne - Inner,4074,301912462,78849787,74107.13,19354.39,26.12,56053.09,1166.45,2575.87,1563.29,3364.75,54.19,9789.76,705.82,4194.62,52.7
3053,VIC,Melbourne - Inner,12638,692768395,156558927,54816.3,12387.95,22.6,44721.98,741.76,1454.13,1001.14,1995.76,145.15,7104.4,628.35,2671.77,38.3
3054,VIC,Melbourne - Inner,5928,626762038,188248348,105729.09,31755.79,30.04,71904.7,1453.76,5587.42,5798.81,4595.68,23.81,11568.54,622.78,7733.57,65.8
3055,VIC,Melbourne - Inner,10133,777959303,190862857,76774.83,18835.77,24.53,66745.66,792.29,1421.05,640.0,2911.15,-62.05,9646.56,563.44,2846.39,54.6
3056,VIC,Melbourne - Inner,18648,1512120638,382285622,81087.55,20500.09,25.28,69147.48,794.42,1179.33,1040.94,2989.23,37.21,11156.57,595.19,4004.21,55.4
3057,VIC,Melbourne - Inner,10078,845942366,214938155,83939.51,21327.46,25.41,72818.05,869.73,983.9,1528.73,2804.88,-20.84,11397.89,511.88,3156.51,57.5
3058,VIC,Melbourne - Inner,22783,1762499390,435312460,77360.29,19106.9,24.7,66146.22,694.69,955.37,846.67,3263.68,-55.46,8046.44,501.94,3271.52,55.5
3059,VIC,Melbourne - North West,13810,1017383464,248855370,73670.06,18019.94,24.46,58757.08,698.86,1592.89,4186.4,3739.97,-441.56,5798.24,441.63,2557.67,52.5
3060,VIC,Melbourne - North West,7829,462335756,98952659,59054.25,12639.25,21.4,50683.51,406.15,398.08,1028.36,2535.42,-213.24,4870.31,676.15,3002.86,34.3
3061,VIC,Melbourne - North West,2381,127714494,25796412,53639.01,10834.28,20.2,41294.93,417.06,623.36,1063.64,2310.31,92.02,5275.05,1148.12,3151.06,23.4
3062,VIC,Melbourne - North West,86,10753288,3358576,125038.23,39053.21,31.23,55785.21,382.38,1247.77,6069.77,1690.31,-400.5,1971.62,278.35,4034.14,46.5
3063,VIC,Melbourne - North West,377,28455260,7154401,75478.14,18977.19,25.14,58518.45,1364.38,3989.82,3459.86,3550.91,-10.15,4346.4,215.54,449.3,65.5
3064,VIC,Melbourne - North West,69206,4008226959,821433397,57917.33,11869.4,20.49,52153.63,245.27,236.48,546.36,1739.22,-497.86,4361.78,687.71,3009.35,28.9
3065,VIC,Melbourne - Inner,7351,746251202,212593205,101516.96,28920.31,28.49,76418.85,1077.47,2539.07,2136.77,3956.36,36.31,9381.01,669.81,6632.08,59.3
3066,VIC,Melbourne - Inner,6963,637774427,168825188,91594.78,24246.04,26.47,76885.81,859.78,1908.3,1553.83,2922.21,-133.3,9774.1,665.24,4059.1,56.4
3067,VIC,Melbourne - Inner,6992,624734668,165743304,89349.92,23704.71,26.53,74012.26,946.69,2186.51,1772.37,3140.66,-278.81,9350.22,410.97,3259.81,60.8
3068,VIC,Melbourne - Inner,13044,1393583027,407675287,106837.09,31253.86,29.25,78339.38,1280.84,3582.43,2105.39,4448.71,-74.76,9963.65,434.41,7381.01,68.5
3070,VIC,Melbourne - Inner,16965,1686070890,476165833,99385.26,28067.54,28.24,78263.56,1096.84,2247.88,3166.08,4024.09,16.28,8979.11,428.56,5521.53,66.2
3071,VIC,Melbourne - Inner,12290,1037380596,266758506,84408.51,21705.33,25.71,70660.75,824.32,1001.33,1627.36,3345.41,-169.15,9397.39,525.53,3747.81,59.1
3072,VIC,Melbourne - North East,22017,1607902317,381741244,73030.04,17338.48,23.74,63412.95,717.26,877.08,785.94,3152.02,-100.11,7874.58,605.72,3186.85,51.7
3073,VIC,Melbourne - North East,30372,2036632057,461228988,67056.24,15185.99,22.65,57336.69,652.77,636.88,2001.96,2773.97,56.81,6412.84,621.99,2580.07,47.2
3074,VIC,Melbourne - North East,10854,600920750,119924562,55363.99,11048.88,19.96,47718.99,554.32,573.41,728.34,2374.85,-33.38,4884.25,838.28,2534.66,31.1
3075,VIC,Melbourne - North East,12200,686652347,137865019,56282.98,11300.41,20.08,49458.32,452.27,383.54,593.82,2489.91,7.35,4791.17,709.61,2625.01,32.2
3076,VIC,Melbourne - North East,19265,1142820432,237272259,59321.07,12316.23,20.76,52994.14,375.47,383.16,614.88,2158.24,-369.11,4502.49,659.0,2497.54,35.6
3078,VIC,Melbourne - Inner,8513,866111573,250156611,101739.88,29385.25,28.88,75845.84,1208.45,2682.66,3425.29,4252.69,-102.08,8657.06,397.6,5734.85,69.3
3079,VIC,Melbourne - North East,12046,1298725778,391258249,107813.86,32480.35,30.13,71155.33,1599.48,5279.26,4051.47,5447.54,-153.19,6746.48,302.38,6338.12,75.8
3081,VIC,Melbourne - North East,8603,583286859,132500033,67800.4,15401.61,22.72,60010.26,561.64,731.46,513.27,2465.09,-307.65,7466.5,788.79,2990.07,48.0
3082,VIC,Melbourne - North East,17402,1096437312,237635356,63006.4,13655.63,21.67,55434.38,618.49,822.8,747.2,2942.95,-169.87,5429.04,492.86,2200.44,48.1
3083,VIC,Melbourne - North East,19770,1249641552,278900257,63208.98,14107.25,22.32,53210.97,742.17,926.28,1070.91,3385.24,-200.46,5407.72,467.56,2540.86,50.3
3084,VIC,Melbourne - North East,17397,1570781898,431208953,90290.39,24786.4,27.45,68610.86,1291.02,3103.16,2350.97,4561.25,-144.22,5474.7,287.37,4094.9,72.8
3085,VIC,Melbourne - North East,8714,682993088,170884490,78378.83,19610.34,25.02,65771.78,885.68,1325.23,2355.88,3485.19,-310.61,5309.26,293.41,2223.85,68.0
3086,VIC,VIC other,72,6169120,1629470,85682.22,22631.53,26.41,64224.47,402.57,603.49,402.42,2805.82,981.65,3036.81,424.74,12452.11,61.1
3087,VIC,Melbourne - North East,5446,404601302,96273750,74293.3,17677.88,23.79,64336.41,775.77,1326.7,1058.91,2976.74,-227.62,5069.36,334.75,2302.18,62.9
3088,VIC,Melbourne - North East,16968,1297870791,317186714,76489.32,18693.23,24.44,64296.76,801.83,1616.67,1383.84,3034.37,-277.76,4668.88,271.36,2501.55,69.2
3089,VIC,Melbourne - North East,8310,660909378,164928658,79531.81,19847.01,24.95,66409.97,678.51,1885.05,1237.94,2841.01,-367.32,4595.21,186.18,2593.65,70.0
3090,VIC,Melbourne - North East,1806,181010634,52254184,100227.37,28933.66,28.87,64849.48,1168.24,5062.8,3673.2,5633.82,-36.74,4731.89,134.89,3558.33,78.0
3091,VIC,Melbourne - North East,1132,131032942,41389412,115753.48,36563.08,31.59,57162.87,1628.03,14749.69,4428.28,5838.88,118.28,4225.4,163.2,1430.51,72.6
3093,VIC,Melbourne - North East,2584,257900447,74429430,99806.67,28803.96,28.86,63685.43,1346.11,5414.46,3786.8,4814.64,167.43,4640.84,264.72,2990.82,77.1
3094,VIC,Melbourne - North East,5672,445822124,111761262,78600.52,19704.03,25.07,64657.86,841.77,1772.99,1300.72,2763.99,-174.69,4222.13,272.26,2748.24,70.0
3095,VIC,Melbourne - North East,18474,1596532340,428493751,86420.5,23194.42,26.84,65901.98,990.06,2826.8,2230.83,3484.45,-265.48,4516.4,223.44,3537.49,75.7
3096,VIC,Melbourne - North East,1243,93024318,23267096,74838.55,18718.5,25.01,58168.57,692.93,1337.2,1473.13,2448.43,16.19,4416.29,318.82,1589.44,63.8
3097,VIC,Melbourne - North East,976,96148057,28542284,98512.35,29244.14,29.69,56329.07,2310.64,10053.2,2549.38,4540.97,251.54,5490.76,277.39,3033.98,71.0
3099,VIC,Melbourne - North East,3104,231652796,57350012,74630.41,18476.16,24.76,57401.74,791.26,2858.69,1650.21,2577.1,-26.19,4819.53,209.47,2906.66,64.4
3101,VIC,Melbourne - Inner East,17054,2215830396,735673544,129930.24,43137.89,33.2,71682.21,2418.33,7907.4,10820.56,6935.96,-294.33,6287.31,262.89,10671.21,78.4
3102,VIC,Melbourne - Inner East,4529,464623798,138598618,102588.61,30602.48,29.83,68367.04,1975.28,4521.96,2603.49,6297.44,89.08,6029.21,271.84,7524.86,77.6
3103,VIC,Melbourne - Inner East,10807,1039045793,311446606,96145.63,28818.97,29.97,54844.59,2705.37,7488.5,6029.38,7849.73,-322.35,4901.58,225.88,6606.64,76.2
3104,VIC,Melbourne - Inner East,14109,1307528403,382538473,92673.36,27113.08,29.26,57994.02,2287.33,6437.2,4508.59,8154.83,-428.04,5875.7,255.55,5609.67,76.8
3105,VIC,Melbourne - Inner East,7150,550412215,141980300,76980.73,19857.38,25.8,55979.05,1360.66,2479.06,2538.92,6230.32,372.77,5514.33,341.55,3428.66,68.8
3106,VIC,Melbourne - Inner East,11159,1036265893,304688829,92863.69,27304.31,29.4,55192.7,1815.08,7319.32,4357.03,6940.93,-80.86,4961.61,254.43,3581.55,75.2
3107,VIC,Melbourne - Inner East,8913,658936726,165381842,73929.85,18555.13,25.1,57108.37,1395.26,2639.99,1793.23,5295.33,-70.79,5070.39,319.66,2952.76,71.1
3108,VIC,Melbourne - Inner East,17043,1140325508,276711791,66908.73,16236.1,24.27,49967.88,1632.97,2397.8,2753.59,5415.11,132.84,4869.5,324.69,3085.94,65.6
3109,VIC,Melbourne - Inner East,19629,1314032608,317271957,66943.43,16163.43,24.14,52650.24,1431.46,2161.93,1655.36,5375.19,-149.07,4676.38,326.89,2955.12,70.0
3111,VIC,Melbourne - Outer East,8197,686405898,187994153,83738.67,22934.51,27.39,58211.19,1655.36,4077.41,4260.51,5412.34,-293.59,4763.39,251.11,2993.48,75.2
3113,VIC,Melbourne - Outer East,5648,527129320,148097051,93330.26,26221.15,28.1,61856.84,1125.24,4903.29,3759.66,4373.85,-288.79,4986.67,227.42,4531.91,76.4
3114,VIC,Melbourne - Outer East,2650,275714994,81814784,104043.39,30873.5,29.67,64997.44,1443.54,6577.86,3455.03,4976.91,-178.5,4673.18,146.94,4167.98,83.0
3115,VIC,Melbourne - Outer East,2656,284923683,86829835,107275.48,32691.96,30.47,62282.75,1113.23,10853.6,4347.6,4355.52,-34.69,3571.76,157.45,2950.4,78.3
3116,VIC,Melbourne - Outer East,7553,534186224,125895544,70725.04,16668.28,23.57,58588.56,722.18,1467.38,1152.16,2628.73,-163.53,3762.73,327.32,2408.63,59.4
3121,VIC,Melbourne - Inner,22700,2332192892,664375582,102739.77,29267.65,28.49,81498.2,1095.27,2497.85,2156.87,3749.0,-181.25,8836.84,385.53,4150.91,65.4
3122,VIC,Melbourne - Inner East,17147,2175455517,711169475,126870.91,41474.86,32.69,73576.29,1985.14,8038.74,6070.83,4790.27,-315.07,7524.74,317.45,8326.21,70.3
3123,VIC,Melbourne - Inner East,10825,1316757718,419883545,121640.44,38788.32,31.89,73636.76,1892.73,5300.29,11699.89,4823.41,-415.51,7356.23,293.55,6474.49,73.0
3124,VIC,Melbourne - Inner East,15719,1771883191,553516504,112722.39,35213.21,31.24,69544.28,2479.32,6660.38,6913.2,6572.75,-605.46,5655.66,235.38,7127.12,79.8
3125,VIC,Melbourne - Inner East,10300,680531796,164383571,66071.05,15959.57,24.16,53140.65,1164.38,1979.75,1202.2,3989.65,-323.98,4637.6,379.46,2747.85,59.1
3126,VIC,Melbourne - Inner East,5548,785297787,269836492,141546.1,48636.71,34.36,70834.08,2979.76,11171.85,16030.66,7393.4,-677.03,4773.8,170.85,9064.1,83.4
3127,VIC,Melbourne - Inner East,13163,1371942706,411365961,104227.21,31251.69,29.98,71935.78,1722.29,4973.57,2643.01,5538.81,-410.06,5570.22,213.79,5048.25,80.3
3128,VIC,Melbourne - Inner East,15542,965207105,226245514,62103.15,14557.04,23.44,50598.31,1173.59,1327.3,1925.78,3786.49,-109.15,4516.34,391.77,2777.23,54.3
3129,VIC,Melbourne - Inner East,11509,856090357,219694546,74384.43,19088.93,25.66,58616.39,1326.94,2030.63,3011.51,4558.69,-394.99,4836.71,296.79,3202.78,68.1
3130,VIC,Melbourne - Inner East,21634,1701638542,441980666,78655.75,20429.91,25.97,61338.76,1217.48,3721.57,2097.05,3913.22,-407.53,5123.99,287.31,3109.64,70.8
3131,VIC,Melbourne - Outer East,14544,1013259021,241428178,69668.52,16599.85,23.83,58819.81,994.38,1439.95,1478.77,3754.36,-327.72,4631.29,316.45,2452.06,65.4
3132,VIC,Melbourne - Outer East,11075,839743974,208515805,75823.38,18827.61,24.83,64096.45,1019.1,1795.86,1504.96,3807.46,-398.53,4881.35,313.18,2632.31,68.8
3133,VIC,Melbourne - Outer East,14588,1039428318,255608535,71252.28,17521.84,24.59,56775.57,1178.2,2302.21,2422.29,4883.16,-518.39,4358.6,263.36,2692.48,71.6
3134,VIC,Melbourne - Outer East,22283,1678523754,416094853,75327.55,18673.2,24.79,61437.77,799.95,1834.82,2269.84,3079.25,-376.03,4818.14,332.0,2516.01,65.5
