postcode,state,sa4,individuals,taxable_income,net_tax,avg_taxable_income,avg_net_tax,effective_tax_rate,avg_salary,avg_gross_interest,avg_dividends,avg_capital_gains,avg_gross_rent,avg_net_rent,avg_help_debt,avg_govt_allowances,avg_business_income,pct_private_health
2330,NSW,Hunter Valley exc Newcastle,12878,1015452908,257371244,78851.76,19985.34,25.35,70808.78,579.33,1606.97,1546.38,2769.31,79.98,2194.3,500.34,-25.39,66.5
2333,NSW,Hunter Valley exc Newcastle,7649,565717123,136479556,73959.62,17842.8,24.13,68913.75,450.44,1074.2,834.58,1973.15,26.0,1750.7,766.35,179.07,55.9
2334,NSW,Hunter Valley exc Newcastle,2151,154159057,35295456,71668.55,16408.86,22.9,68776.96,257.88,407.59,399.58,1453.9,2.88,2491.95,505.48,521.09,60.7
2335,NSW,Hunter Valley exc Newcastle,5596,437267350,107173052,78139.27,19151.72,24.51,71390.54,468.95,999.79,1290.43,2669.72,-57.31,2789.75,363.5,1056.04,68.8
2336,NSW,Hunter Valley exc Newcastle,1440,101584482,24758510,70544.78,17193.41,24.37,63518.06,469.3,2358.35,634.73,2673.71,376.43,1660.63,505.39,948.63,63.5
2337,NSW,Hunter Valley exc Newcastle,4986,503547561,129556382,100992.29,25984.03,25.73,61329.16,980.72,3821.61,1672.26,2826.98,276.1,2173.25,415.96,-5944.72,65.8
2338,NSW,Hunter Valley exc Newcastle,745,41779991,9356676,56080.52,12559.3,22.4,46807.04,484.63,1424.24,5293.89,2050.71,496.24,2194.29,772.48,-339.16,57.9
2339,NSW,New England and North West,486,24789136,6324385,51006.45,13013.14,25.51,40228.59,872.58,2875.86,5000.59,2714.61,757.61,2279.1,563.19,-703.13,65.2
2340,NSW,New England and North West,31445,1965507499,432542993,62506.2,13755.54,22.01,52786.93,620.35,1641.56,1670.5,2422.95,361.4,2591.19,675.47,1961.17,56.7
2341,NSW,New England and North West,703,37336196,7257829,53109.81,10324.08,19.44,46400.06,372.91,730.82,368.7,1711.01,516.87,2035.02,1129.23,468.3,46.9
2342,NSW,New England and North West,314,17234703,3914793,54887.59,12467.49,22.71,45153.39,541.88,1090.54,1493.32,2747.4,448.17,2306.72,382.37,4299.24,63.4
2343,NSW,New England and North West,2742,146902150,32958797,53574.82,12019.98,22.44,45360.49,735.44,2214.36,1271.92,1974.32,381.27,2395.58,653.37,-100.43,59.6
2344,NSW,New England and North West,455,24009186,5190516,52767.44,11407.73,21.62,46936.37,680.95,1565.15,1065.39,3164.9,757.37,2242.58,481.03,-908.46,71.4
2345,NSW,New England and North West,430,24375541,6290480,56687.3,14629.02,25.81,53693.05,609.4,3087.67,1024.42,2162.43,461.03,2123.8,327.02,2113.84,64.0
2346,NSW,New England and North West,1611,83029110,16964481,51538.86,10530.4,20.43,46870.73,489.2,708.21,714.28,2493.66,308.98,1625.48,865.03,1136.51,51.6
2347,NSW,New England and North West,821,36397641,7610263,44333.3,9269.5,20.91,35982.99,686.18,1520.43,1661.27,2034.54,604.78,2053.41,1167.7,-272.74,60.3
2350,NSW,New England and North West,14977,934930840,208654526,62424.44,13931.66,22.32,49888.17,749.61,1952.08,1466.44,2871.1,553.39,4766.99,751.35,2113.04,58.5
2352,NSW,New England and North West,1673,99688045,21649504,59586.4,12940.53,21.72,49015.05,358.73,1307.68,2831.15,2028.43,452.27,2208.09,573.11,1889.47,57.2
2353,NSW,New England and North West,637,34833086,7066379,54683.02,11093.22,20.29,48058.7,439.75,920.87,939.16,2054.91,490.08,1616.86,714.69,1035.31,61.4
2354,NSW,New England and North West,2110,102190847,21587607,48431.68,10231.09,21.12,33845.91,1726.06,3057.78,790.53,3022.21,687.25,2812.68,501.42,2497.28,68.7
2355,NSW,New England and North West,357,16233386,3526761,45471.67,9878.88,21.73,40748.8,319.05,240.79,1168.97,1671.68,419.15,2442.98,771.03,762.55,54.6
2356,NSW,New England and North West,57,2212370,350354,38813.51,6146.56,15.84,29355.93,429.75,1.72,0.0,165.61,3.86,796.04,2558.04,690.75,33.3
2357,NSW,Far West and Orana,2025,100364584,20062150,49562.76,9907.23,19.99,40345.83,679.68,1436.41,586.12,2115.06,540.19,2497.1,1017.11,618.46,56.4
2358,NSW,New England and North West,2206,113273458,23379663,51347.9,10598.22,20.64,41352.53,651.38,1928.66,753.42,2428.05,409.77,3244.39,718.81,676.78,58.3
2359,NSW,New England and North West,390,14440536,2580796,37027.02,6617.43,17.87,30073.68,918.5,958.76,562.55,1622.57,256.54,1555.85,1411.76,1213.39,50.0
2360,NSW,New England and North West,7919,421609019,84620779,53240.18,10685.79,20.07,43836.73,606.12,1590.22,594.33,2069.9,390.01,2171.17,859.36,2320.0,53.3
2361,NSW,New England and North West,454,15941070,2738920,35112.49,6032.86,17.18,29670.74,645.71,629.61,1338.73,1578.31,324.2,2141.8,1347.82,481.66,54.8
2365,NSW,New England and North West,2139,105025801,21017895,49100.42,9826.04,20.01,35188.33,768.89,1568.72,935.08,2399.7,474.94,2655.85,773.23,2015.55,61.1
2369,NSW,New England and North West,387,17894930,3114427,46240.13,8047.61,17.4,38980.67,155.89,265.58,292.14,793.66,141.93,1601.22,2098.55,-229.97,40.1
2370,NSW,New England and North West,3997,183930519,35702418,46017.14,8932.3,19.41,37169.71,820.79,1141.2,1267.71,2336.83,499.25,2542.04,1185.76,2080.79,54.1
2371,NSW,New England and North West,578,22422513,3739644,38793.28,6469.97,16.68,29751.28,620.46,1387.76,805.72,2318.61,-143.49,3159.55,1300.09,1412.5,52.6
2372,NSW,New England and North West,2627,118732983,22661326,45197.18,8626.31,19.09,33157.47,949.4,2766.52,1565.63,2697.39,831.67,2432.21,943.99,346.9,63.5
2379,NSW,New England and North West,189,10844377,2512237,57377.66,13292.26,23.17,34591.68,1218.03,2719.03,989.55,1945.49,342.63,3235.69,1110.88,4850.08,62.4
2380,NSW,New England and North West,6400,452890837,109874453,70764.19,17167.88,24.26,62906.4,644.51,2206.95,1029.18,2320.3,334.07,2440.56,630.23,462.51,60.6
2381,NSW,New England and North West,681,44248769,10222346,64976.17,15010.79,23.1,49473.99,772.14,2539.74,236.88,3194.81,382.62,2080.86,863.02,1488.51,53.0
2382,NSW,New England and North West,750,43919795,10630430,58559.73,14173.91,24.2,56309.96,485.27,629.93,1034.38,1685.58,251.48,1541.77,817.04,-1989.11,57.2
2386,NSW,Far West and Orana,200,7399754,1882061,36998.77,9410.3,25.43,34294.63,926.47,2382.5,938.38,3725.72,-362.74,2729.27,476.04,-4952.14,68.0
2387,NSW,Far West and Orana,149,2260949,1821544,15174.15,12225.13,80.57,40572.61,1254.83,1284.34,167.81,16873.76,-497.47,3121.24,392.15,2860.44,57.0
2388,NSW,New England and North West,1443,89446651,20745233,61986.59,14376.46,23.19,46813.23,700.39,3161.62,1663.07,1582.77,279.61,2337.15,993.23,598.39,54.7
2390,NSW,New England and North West,5084,341972398,79706428,67264.44,15677.9,23.31,56134.46,675.35,2264.18,769.51,2631.36,535.36,2319.05,671.24,1273.34,61.8
2395,NSW,Far West and Orana,292,12496225,2148767,42795.29,7358.79,17.2,34203.88,467.26,1115.84,1258.15,1982.66,830.65,755.79,1438.73,675.3,46.9
2396,NSW,Far West and Orana,422,20827110,4262144,49353.34,10099.87,20.46,38402.46,869.05,1883.61,1018.97,1516.8,240.74,1885.07,1088.63,2582.81,54.3
2397,NSW,New England and North West,235,15011394,3733585,63878.27,15887.6,24.87,36822.6,1752.04,3350.05,1098.96,4350.56,829.61,2696.99,728.49,888.77,66.4
2398,NSW,New England and North West,152,8759220,3031428,57626.45,19943.61,34.61,37629.26,1401.63,8011.03,4890.19,1429.46,243.08,2466.53,314.93,3013.57,75.0
2399,NSW,New England and North West,387,25540843,6032613,65997.01,15588.15,23.62,53266.62,527.24,1369.83,249.15,2441.66,614.79,2055.9,837.37,2394.48,58.1
2400,NSW,New England and North West,5573,397386614,99958229,71305.69,17936.16,25.15,53543.14,685.0,3268.89,3662.73,2405.31,322.35,2715.98,945.83,2187.67,53.8
2401,NSW,New England and North West,185,7883423,1510377,42613.1,8164.2,19.16,34572.06,965.59,1148.68,749.12,1323.42,100.09,1286.07,762.49,-231.72,67.0
2402,NSW,New England and North West,958,48228454,10372781,50342.85,10827.54,21.51,41804.77,648.94,1786.62,862.16,1555.89,222.09,2057.54,913.82,2097.72,55.8
2403,NSW,New England and North West,352,15028040,2947797,42693.3,8374.42,19.62,31766.16,860.23,1817.05,373.88,4488.55,1111.4,2091.23,1048.7,4472.7,58.0
2404,NSW,New England and North West,894,38961060,7365425,43580.6,8238.73,18.9,34356.31,744.38,638.62,842.23,2661.48,1007.42,2223.14,1044.57,1314.24,61.3
2405,NSW,New England and North West,276,19986979,4908890,72416.59,17785.83,24.56,39457.72,1598.51,4378.53,879.09,12250.51,-68.04,3110.78,657.41,-858.53,64.9
2406,NSW,New England and North West,441,45844661,15460362,103956.15,35057.51,33.72,49036.95,7067.82,1862.55,42193.88,3046.54,81.55,2312.9,1095.09,3313.45,55.1
2408,NSW,New England and North West,220,11835958,3230713,53799.81,14685.06,27.3,38788.18,992.0,4702.18,326.83,4723.28,1014.11,2740.79,612.44,719.39,74.5
2409,NSW,New England and North West,364,21130606,4729866,58051.12,12994.14,22.38,41211.02,495.66,2894.02,118.01,1008.03,226.69,2192.2,1658.13,3416.87,47.3
2410,NSW,New England and North West,116,5425016,1387848,46767.38,11964.21,25.58,37164.87,596.74,3910.79,1748.86,3973.77,953.2,5557.48,898.65,-2129.14,70.7
2411,NSW,New England and North West,55,2670243,568539,48549.87,10337.07,21.29,47775.62,113.11,1274.02,0.0,1551.44,239.64,4627.51,266.85,1148.47,60.0
2415,NSW,Mid North Coast,217,9938000,1906856,45797.24,8787.35,19.19,39713.84,560.29,1269.81,2476.16,1982.76,369.29,2008.13,367.51,-4677.08,62.7
2420,NSW,Hunter Valley exc Newcastle,2341,148154098,35458072,63286.67,15146.55,23.93,46335.74,828.48,2646.81,2808.29,3201.3,724.08,2379.46,677.99,2222.83,65.1
2421,NSW,Hunter Valley exc Newcastle,1247,84635838,19936262,67871.56,15987.38,23.56,58526.99,697.46,1811.48,2253.76,3007.37,341.19,2503.98,350.15,1430.77,77.9
2422,NSW,Mid North Coast,2889,140086168,28260974,48489.5,9782.27,20.17,37228.14,980.72,1477.78,1468.85,2771.06,740.46,2233.19,873.27,1266.56,63.2
2423,NSW,Mid North Coast,1751,83384723,15726278,47621.2,8981.31,18.86,35166.86,834.89,1776.28,1062.06,2954.82,886.5,2220.7,991.96,1693.35,53.7
2424,NSW,Mid North Coast,244,9650651,1678126,39551.85,6877.57,17.39,29278.5,606.95,397.38,435.91,2446.16,1170.17,2213.09,1417.87,2135.13,41.0
2425,NSW,Mid North Coast,1100,62915696,13904896,57196.09,12640.81,22.1,48660.18,644.06,1900.37,1189.77,2889.78,388.15,2307.1,537.58,696.88,64.7
2426,NSW,Mid North Coast,400,18559520,3335710,46398.8,8339.28,17.97,38257.72,554.5,664.63,486.19,1844.97,389.68,2072.65,916.58,1142.64,45.2
2427,NSW,Mid North Coast,1680,85833920,17619217,51091.62,10487.63,20.53,34822.12,1014.5,2282.08,2023.48,2713.99,834.55,1683.33,803.16,1636.64,55.3
2428,NSW,Mid North Coast,13033,717480801,150219897,55051.09,11526.12,20.94,37660.92,1054.55,2548.14,2141.63,2869.59,683.83,2119.23,799.72,3425.56,56.1
2429,NSW,Mid North Coast,5371,265990688,51410019,49523.49,9571.78,19.33,39923.66,733.12,1003.29,1071.66,2245.3,644.13,2065.97,875.84,1310.18,50.0
2430,NSW,Mid North Coast,19083,1051137255,214469306,55082.39,11238.76,20.4,42412.76,697.03,1425.21,1725.66,2569.82,650.29,2358.1,904.72,2545.72,50.2
2431,NSW,Mid North Coast,2924,156682952,31628602,53585.14,10816.9,20.19,38870.46,984.31,2163.1,1371.16,2937.27,567.41,2329.29,788.86,3208.32,55.6
2439,NSW,Mid North Coast,2110,109208568,21338497,51757.62,10113.03,19.54,41072.53,875.86,1105.28,1393.9,2243.09,461.08,1920.97,659.27,2229.02,55.0
2440,NSW,Mid North Coast,11285,574643443,113946256,50921.0,10097.14,19.83,42101.98,627.5,1086.79,798.51,2245.61,423.71,2385.39,972.43,1798.06,43.4
2441,NSW,Mid North Coast,2596,131128938,26720045,50511.92,10292.78,20.38,38157.79,682.64,1114.54,2132.52,3061.33,772.57,2518.36,957.01,1875.84,49.0
2443,NSW,Mid North Coast,4571,220448128,41126397,48227.55,8997.24,18.66,35133.86,957.83,1599.94,1392.2,2760.71,807.55,1928.0,843.25,2399.26,50.3
2444,NSW,Mid North Coast,29926,1881746553,418780454,62879.99,13993.87,22.25,47547.07,892.46,2291.72,1572.34,3543.93,556.64,3337.31,617.68,4153.04,57.0
2445,NSW,Mid North Coast,4502,257317364,54136772,57156.23,12025.05,21.04,43979.21,909.98,2007.75,1498.63,3049.91,519.54,2736.99,516.61,2913.0,60.2
2446,NSW,Mid North Coast,8774,488748961,102466196,55704.24,11678.39,20.96,43521.74,699.57,1426.4,1770.19,2718.34,511.46,2546.06,689.0,3085.07,52.3
2447,NSW,Mid North Coast,4402,222169702,44096909,50470.17,10017.47,19.85,39658.52,893.24,1031.74,1244.35,2582.16,672.87,2485.03,952.03,2138.12,51.0
2448,NSW,Mid North Coast,4764,288741074,68279450,60608.96,14332.38,23.65,38732.25,892.36,7702.31,840.86,2437.44,549.04,2969.49,1043.85,3047.34,47.4
2449,NSW,Mid North Coast,1137,48070509,8503291,42278.37,7478.71,17.69,33502.78,674.14,481.21,775.93,2566.68,605.37,2617.1,1443.68,960.9,39.3
2450,NSW,Coffs Harbour - Grafton,28128,1740747653,387078258,61886.65,13761.31,22.24,46278.09,823.45,2318.22,1891.09,3625.27,679.76,3024.29,783.41,3488.66,53.6
2452,NSW,Coffs Harbour - Grafton,8468,484849895,99057074,57256.72,11697.81,20.43,46387.24,650.5,1373.86,758.11,3067.23,619.75,3368.04,856.82,3025.54,50.5
2453,NSW,Coffs Harbour - Grafton,1565,71530553,13998221,45706.42,8944.55,19.57,32067.42,1419.78,2105.76,1021.79,3128.77,1049.05,2832.44,867.42,1897.21,62.2
2454,NSW,Coffs Harbour - Grafton,4586,254443587,53596687,55482.68,11687.02,21.06,38256.6,1126.54,1671.46,1529.01,3352.65,997.46,4584.12,1026.9,4425.94,49.4
2455,NSW,Coffs Harbour - Grafton,1712,98029870,20451995,57260.44,11946.26,20.86,43934.35,992.64,1970.9,2768.22,3415.44,872.29,2785.08,934.75,2563.47,54.3
2456,NSW,Coffs Harbour - Grafton,10486,584602673,121624382,55750.78,11598.74,20.8,44048.63,681.14,1226.21,1217.18,3041.05,636.0,2871.88,622.75,2357.7,50.7
2460,NSW,Coffs Harbour - Grafton,15916,864036416,174173358,54287.28,10943.29,20.16,45254.15,605.19,1284.76,906.54,2580.18,543.5,2333.43,961.43,1431.01,46.9
2462,NSW,Coffs Harbour - Grafton,1319,62864459,11856926,47660.7,8989.33,18.86,38839.67,991.32,901.18,886.58,2524.53,630.38,2146.98,830.14,2144.31,46.7
2463,NSW,Coffs Harbour - Grafton,4550,237446654,48476327,52186.08,10654.14,20.42,39971.58,804.69,1154.39,1711.26,2688.21,550.61,2575.19,778.33,2346.93,50.4
2464,NSW,Coffs Harbour - Grafton,3988,225391692,47678111,56517.48,11955.39,21.15,36963.29,1078.2,2720.05,2122.18,3900.96,990.77,2940.53,605.0,4033.59,56.7
2465,NSW,Coffs Harbour - Grafton,216,10548358,1998625,48834.99,9252.89,18.95,36892.76,887.36,1296.97,1590.27,1927.61,602.86,2571.44,827.77,2403.9,50.0
2466,NSW,Coffs Harbour - Grafton,771,36510590,6711651,47354.85,8705.12,18.38,29411.9,1280.19,1827.54,1648.5,3521.22,1060.53,2067.67,1222.68,3365.11,48.5
2469,NSW,Richmond - Tweed,2080,87363612,15591956,42001.74,7496.13,17.85,31711.96,722.19,1031.98,1306.92,1970.47,591.01,2231.6,1425.73,1754.97,46.0
2470,NSW,Richmond - Tweed,8321,416336002,78265336,50034.37,9405.76,18.8,43530.3,504.3,756.74,674.89,1816.7,407.42,2328.58,815.38,795.86,47.2
2471,NSW,Richmond - Tweed,1459,67852429,12927698,46506.12,8860.66,19.05,40072.08,545.97,638.44,736.94,2090.4,369.34,2466.67,868.14,1605.04,48.7
2472,NSW,Richmond - Tweed,1065,53942454,10529318,50650.19,9886.68,19.52,41009.11,721.98,778.08,517.66,2127.96,323.79,3273.34,767.74,2116.35,52.1
2473,NSW,Richmond - Tweed,1669,92853607,19086574,55634.28,11435.93,20.56,40334.07,883.94,2491.08,2001.83,3689.5,670.01,3337.08,728.46,2688.1,59.1
2474,NSW,Richmond - Tweed,3601,168504113,33231403,46793.7,9228.38,19.72,36556.12,844.82,1291.38,1375.7,2350.77,639.64,2951.09,891.89,939.37,49.0
2475,NSW,New England and North West,198,8552137,1487642,43192.61,7513.34,17.39,33578.62,786.14,213.33,922.42,997.53,19.1,991.0,1136.82,-266.73,52.0
2476,NSW,Richmond - Tweed,421,18939709,3525385,44987.43,8373.84,18.61,32119.9,718.38,1021.29,928.99,2048.34,724.43,2195.24,1223.37,1016.12,55.6
2477,NSW,Richmond - Tweed,7671,454615909,100083665,59264.23,13047.02,22.01,43214.23,912.17,1892.84,2227.93,3755.32,910.48,3735.4,519.96,3642.29,60.4
2478,NSW,Richmond - Tweed,19475,1256988354,286356552,64543.69,14703.8,22.78,44571.67,1036.63,2352.01,2218.48,4723.28,1094.86,3391.84,524.21,5064.24,58.6
2479,NSW,Richmond - Tweed,3851,343142009,100466599,89104.65,26088.44,29.28,45177.86,1979.82,6369.21,8572.96,6723.55,1511.54,4895.78,483.67,7748.78,61.3
2480,NSW,Richmond - Tweed,26181,1465529713,305321867,55976.84,11661.96,20.83,42912.24,726.2,1062.03,1204.04,2955.17,693.57,4317.87,883.3,3857.41,52.6
2481,NSW,Richmond - Tweed,10088,752042656,202871272,74548.24,20110.16,26.98,38481.14,1387.0,6578.97,6786.57,7904.99,1903.21,3738.84,602.21,5871.13,47.0
2482,NSW,Richmond - Tweed,4626,277776829,67229279,60046.87,14532.92,24.2,30818.95,1206.83,2862.9,6919.75,5749.29,1984.64,5345.07,1145.83,4767.17,42.5
2483,NSW,Richmond - Tweed,7265,446619735,100424671,61475.53,13823.08,22.49,38879.94,1000.44,2796.03,2694.04,4903.85,1321.8,4699.61,849.86,5912.5,47.9
2484,NSW,Richmond - Tweed,11266,599997697,120806141,53257.38,10723.07,20.13,38997.47,760.02,1194.28,1297.13,3115.54,906.63,3586.61,909.29,3722.27,48.4
2485,NSW,Richmond - Tweed,8861,534575465,116007162,60329.02,13091.88,21.7,43260.78,914.94,1649.74,2623.42,3430.14,873.09,3734.13,717.9,3185.58,49.1
2486,NSW,Richmond - Tweed,18847,1139825161,245922418,60477.8,13048.36,21.58,46109.88,719.75,1332.22,1244.03,2725.58,555.37,3708.78,549.63,3039.17,53.7
2487,NSW,Richmond - Tweed,9008,701420746,180797935,77866.42,20070.82,25.78,49569.95,1215.08,3058.41,5527.65,5188.38,894.37,4148.2,472.21,4951.7,65.9
2488,NSW,Richmond - Tweed,2104,130110649,28151032,61839.66,13379.77,21.64,48061.91,871.84,792.91,1632.2,3914.32,756.81,4201.59,659.03,5315.07,55.7
2489,NSW,Richmond - Tweed,4374,275596073,61151947,63007.79,13980.78,22.19,47967.71,734.14,1222.2,1171.48,3130.23,593.14,3971.88,507.15,4009.84,59.9
2490,NSW,Richmond - Tweed,436,28060597,6067061,64359.17,13915.28,21.62,49203.03,732.04,1740.17,1002.1,4030.53,1166.88,4051.13,449.42,3731.73,54.6
2500,NSW,Illawarra,27778,1917863986,456197954,69042.55,16422.99,23.79,56123.44,822.97,2020.13,1205.81,3793.73,524.54,6724.58,701.84,3247.57,56.5
2502,NSW,Illawarra,6239,353693888,71032073,56690.8,11385.17,20.08,49167.17,468.29,821.19,863.6,2378.85,408.38,3877.21,1067.54,2388.93,39.2
2505,NSW,Illawarra,2787,191298694,44328489,68639.65,15905.45,23.17,58669.41,575.52,1885.62,1709.31,3559.14,515.85,4739.39,761.74,1769.87,53.8
2506,NSW,Illawarra,3926,233092788,48739336,59371.57,12414.5,20.91,52335.29,445.73,799.26,559.4,2186.41,295.1,3820.86,1057.21,1822.56,43.3
2508,NSW,Illawarra,5831,485484207,125995251,83259.17,21607.83,25.95,67744.53,885.27,2365.17,2645.57,3919.92,244.02,3722.86,233.86,3706.93,73.3
2515,NSW,Illawarra,7473,702423525,198046524,93994.85,26501.61,28.19,67780.92,1210.33,3525.63,3474.02,6309.34,762.43,4548.93,306.62,6589.26,74.6
2516,NSW,Illawarra,4198,388485281,107648960,92540.56,25642.92,27.71,71826.0,797.77,2959.57,3332.57,5414.34,243.39,4683.51,350.72,5183.33,74.9
2517,NSW,Illawarra,8077,614807562,151960650,76118.31,18814.0,24.72,64632.87,675.76,1829.65,1218.78,3402.52,94.42,3845.22,383.86,3216.82,69.9
2518,NSW,Illawarra,11401,813988844,193127371,71396.27,16939.51,23.73,59603.27,637.31,1522.98,2171.96,3796.57,439.99,4503.54,621.39,2907.08,61.9
2519,NSW,Illawarra,10336,763513004,187254660,73869.29,18116.74,24.53,58210.75,873.25,2566.04,1439.45,4692.79,793.49,5064.38,536.35,3469.21,65.0
2520,NSW,NSW other,136,10309187,2624985,75802.85,19301.36,25.46,59613.65,1152.39,6825.21,1289.61,5024.92,642.74,1900.41,517.66,1081.57,58.8
2525,NSW,Illawarra,7487,571375028,141155788,76315.62,18853.45,24.7,63344.18,721.18,2322.94,1172.79,4347.41,582.38,4351.65,386.72,3560.94,69.2
2526,NSW,Illawarra,10318,769269743,186628774,74556.09,18087.69,24.26,62728.29,666.43,1986.28,1523.56,3618.05,352.82,4064.35,434.77,2688.33,64.9
2527,NSW,Illawarra,16529,1130974910,254308196,68423.67,15385.58,22.49,61854.75,465.89,759.24,757.55,1808.28,40.95,3588.14,410.03,1950.65,58.2
2528,NSW,Illawarra,12288,764867874,165219786,62245.11,13445.62,21.6,53580.11,558.12,1139.97,1310.64,2505.36,381.75,2783.6,854.18,1846.98,47.6
2529,NSW,Illawarra,17596,1258000697,297595464,71493.56,16912.68,23.66,60935.31,603.17,1664.01,1374.6,4019.93,310.83,3293.48,381.57,2346.18,63.0
2530,NSW,Illawarra,20591,1367860100,308796506,66430.0,14996.67,22.58,58673.91,420.8,1061.25,1092.26,2188.97,120.28,3262.31,508.72,1836.1,57.3
2533,NSW,Illawarra,10403,778455433,198452980,74829.9,19076.51,25.49,53022.6,1304.24,4132.38,3736.61,4969.68,792.34,3556.73,300.44,3485.45,72.2
2534,NSW,Illawarra,3463,275672147,72843077,79605.01,21034.67,26.42,55329.91,1301.8,4375.51,3822.27,5823.78,1117.97,3115.28,230.37,4028.45,72.3
2535,NSW,Southern Highlands and Shoalhaven,4505,318605092,80346552,70722.55,17834.97,25.22,44628.43,1610.08,4152.98,3922.8,5468.66,934.8,2900.87,328.81,5012.14,71.3
2536,NSW,Capital Region,10687,591677253,118723990,55364.2,11109.2,20.07,37896.11,943.46,2088.9,2303.48,2595.26,526.01,2046.23,788.12,2525.14,50.0
2537,NSW,Capital Region,7508,434814876,92416724,57913.54,12309.1,21.25,38325.17,975.4,1903.62,2869.55,3324.18,721.95,2525.37,574.57,3521.99,56.8
2538,NSW,Southern Highlands and Shoalhaven,1472,93885901,22248315,63781.18,15114.34,23.7,39481.05,1144.48,3571.12,2006.76,3952.46,841.35,3360.25,402.16,3638.28,61.3
2539,NSW,Southern Highlands and Shoalhaven,11385,612201854,123560022,53772.67,10852.88,20.18,37934.03,1000.5,1905.79,1730.46,3534.25,797.95,2516.84,602.77,3827.76,53.3
2540,NSW,Southern Highlands and Shoalhaven,25184,1506619582,322402141,59824.48,12801.86,21.4,44790.46,833.0,1645.98,2208.82,3667.31,778.44,2537.82,582.22,2893.79,54.4
2541,NSW,Southern Highlands and Shoalhaven,15457,927685832,192412012,60017.2,12448.21,20.74,49144.95,492.69,878.2,963.37,2328.01,305.81,3039.61,837.92,2720.7,46.2
2545,NSW,Capital Region,720,37090635,7227854,51514.77,10038.69,19.49,33526.92,812.73,1634.81,1396.63,2530.41,864.87,1720.65,812.17,2071.83,52.2
2546,NSW,Capital Region,5387,279571001,55439727,51897.35,10291.39,19.83,32080.57,1166.47,3056.52,1878.67,3256.38,899.34,2147.11,659.49,3295.91,58.4
2548,NSW,Capital Region,5123,304475942,64079268,59433.13,12508.15,21.05,38706.66,1099.02,2679.0,2039.36,3602.19,863.8,2168.56,397.78,3811.06,64.2
2549,NSW,Capital Region,2448,146384542,30912302,59797.61,12627.57,21.12,41842.49,894.86,2025.04,1824.73,2922.66,665.04,2254.43,493.57,3955.22,62.5
2550,NSW,Capital Region,10343,562057120,114476207,54341.79,11067.99,20.37,40143.95,746.46,1897.89,1313.98,2708.3,720.23,2723.41,676.81,3049.8,56.9
2551,NSW,Capital Region,2111,108852282,20751628,51564.32,9830.24,19.06,38409.9,813.62,1435.29,692.34,2244.15,563.76,1388.72,934.22,2432.61,56.1
2555,NSW,Sydney - South West,71,4463581,999580,62867.34,14078.59,22.39,49973.24,643.93,2956.11,47.08,9715.79,-1010.38,5316.24,112.46,257.82,42.3
2556,NSW,Sydney - South West,1411,135821974,41241710,96259.37,29228.71,30.36,51174.5,1679.3,3187.63,3432.74,9484.97,2145.44,2941.78,448.08,2433.69,56.9
2557,NSW,Sydney - South West,13949,1066582313,258772123,76462.99,18551.3,24.26,67717.4,638.56,1516.68,870.03,3790.98,-181.16,4507.46,337.8,2213.06,54.4
2558,NSW,Sydney - Outer South West,6473,405029253,86173593,62572.11,13312.78,21.28,58404.41,349.54,451.03,836.7,1999.39,-318.77,4144.0,578.27,1329.67,41.9
2559,NSW,Sydney - Outer South West,1326,70659400,13745553,53287.63,10366.18,19.45,49274.33,174.05,139.27,143.33,1674.74,-220.12,3523.14,1331.51,1759.81,23.0
2560,NSW,Sydney - Outer South West,46351,2888287375,619851840,62313.38,13373.0,21.46,56909.73,378.02,465.6,648.85,2248.51,-112.74,4128.96,759.71,1570.88,40.2
2563,NSW,Sydney - Outer South West,367,30711484,7877722,83682.52,21465.18,25.65,66443.17,1364.91,767.28,10550.87,3175.1,-153.8,6915.99,377.87,4220.89,59.1
2564,NSW,Sydney - Outer South West,7495,418609290,83552511,55851.81,11147.77,19.96,51791.55,301.88,336.47,298.49,2278.82,-280.44,4013.26,978.23,1430.7,30.8
2565,NSW,Sydney - Outer South West,20241,1381477800,316829401,68251.46,15652.85,22.93,62119.44,492.83,852.56,972.42,3872.51,-256.67,4609.15,474.89,1953.7,46.0
2566,NSW,Sydney - Outer South West,15979,957282294,199403293,59908.77,12479.08,20.83,55611.38,376.2,268.07,527.91,2443.01,-298.58,4229.72,684.26,1768.08,37.4
2567,NSW,Sydney - Outer South West,25495,1925792382,461385409,75536.08,18097.09,23.96,68162.18,527.12,903.78,1271.24,3308.84,-404.03,3910.99,332.29,2240.19,59.6
2568,NSW,Sydney - Outer South West,700,51839994,12855735,74057.13,18365.34,24.8,55206.61,1351.08,3321.15,1686.57,5025.49,196.82,3856.13,216.74,2810.88,68.0
2569,NSW,Sydney - Outer South West,839,60889762,14385812,72574.21,17146.38,23.63,63210.45,1194.2,2882.49,1176.42,4629.32,411.15,2579.9,351.83,1.09,61.3
2570,NSW,Sydney - Outer South West,39447,3042988866,751836075,77141.2,19059.4,24.71,66081.81,734.66,1727.86,2315.67,3231.95,-164.37,3848.3,318.19,2068.48,59.4
2571,NSW,Sydney - Outer South West,8388,658937345,164132499,78557.15,19567.54,24.91,67119.27,661.0,1614.82,3303.95,3404.9,-73.1,2982.67,272.86,1929.32,66.7
